date,date_id,year,month,day
2024-01-30 06:07:07.053000-06:00,106,2024,1,30
2024-01-30 07:44:17.702000-06:00,107,2024,1,30
2024-01-30 08:07:17.702000-06:00,108,2024,1,30
2024-01-30 09:59:33.605000-06:00,109,2024,1,30
2024-01-30 12:17:49.549000-06:00,110,2024,1,30
2024-01-30 15:37:07.053000-06:00,111,2024,1,30
2024-01-30 16:24:49.549000-06:00,112,2024,1,30
2024-01-31 00:00:00-06:00,113,2024,1,31
2024-01-31 00:50:22.614000-06:00,114,2024,1,31
2024-01-31 01:50:22.614000-06:00,115,2024,1,31
2024-01-31 09:49:50.345000-06:00,116,2024,1,31
2024-01-31 16:01:08.368000-06:00,117,2024,1,31
2024-01-31 17:20:08.368000-06:00,118,2024,1,31
2024-01-31 18:14:50.345000-06:00,119,2024,1,31
2024-02-02 00:00:00-06:00,120,2024,2,2
2024-02-02 07:54:46.406000-06:00,121,2024,2,2
2024-02-02 16:23:46.406000-06:00,122,2024,2,2
2024-02-02 18:44:54.784000-06:00,123,2024,2,2
2024-02-02 22:30:01.988000-06:00,124,2024,2,2
2024-02-03 00:00:00-06:00,125,2024,2,3
2024-02-03 00:08:24.604000-06:00,126,2024,2,3
2024-02-03 03:14:54.784000-06:00,127,2024,2,3
2024-02-03 04:45:24.604000-06:00,128,2024,2,3
2024-02-03 07:07:01.988000-06:00,129,2024,2,3
2024-02-03 08:38:44.706000-06:00,130,2024,2,3
2024-02-03 17:50:44.706000-06:00,131,2024,2,3
2024-02-04 00:00:00-06:00,132,2024,2,4
2024-02-04 15:16:33.996000-06:00,133,2024,2,4
2024-02-04 22:35:33.996000-06:00,134,2024,2,4
2024-02-05 00:00:00-06:00,135,2024,2,5
2024-02-05 13:16:05.510000-06:00,136,2024,2,5
2024-02-05 18:02:16.009000-06:00,137,2024,2,5
2024-02-05 18:54:05.510000-06:00,138,2024,2,5
2024-02-05 23:52:16.009000-06:00,139,2024,2,5
2024-02-06 00:00:00-06:00,140,2024,2,6
2024-02-06 01:26:03.335000-06:00,141,2024,2,6
2024-02-06 02:32:12.543000-06:00,142,2024,2,6
2024-02-06 04:02:52.901000-06:00,143,2024,2,6
2024-02-06 07:44:12.543000-06:00,144,2024,2,6
2024-02-06 08:50:53.027000-06:00,145,2024,2,6
2024-02-06 09:19:53.027000-06:00,146,2024,2,6
2024-02-06 11:09:03.335000-06:00,147,2024,2,6
2024-02-06 11:55:52.901000-06:00,148,2024,2,6
2024-02-06 13:09:55.901000-06:00,149,2024,2,6
2024-02-06 14:37:55.901000-06:00,150,2024,2,6
2024-02-07 00:00:00-06:00,151,2024,2,7
2024-02-07 21:41:22.976000-06:00,152,2024,2,7
2024-02-08 04:20:22.976000-06:00,153,2024,2,8
2024-02-08 07:11:38.100000-06:00,154,2024,2,8
2024-02-08 10:43:18.384000-06:00,155,2024,2,8
2024-02-08 16:03:18.384000-06:00,156,2024,2,8
2024-02-08 17:08:38.100000-06:00,157,2024,2,8
2024-02-09 00:36:14.317000-06:00,158,2024,2,9
2024-02-09 02:28:14.317000-06:00,159,2024,2,9
2024-02-09 13:43:50.158000-06:00,160,2024,2,9
2024-02-09 16:01:22.872000-06:00,161,2024,2,9
2024-02-09 19:45:22.872000-06:00,162,2024,2,9
2024-02-09 21:39:50.158000-06:00,163,2024,2,9
2024-02-10 07:22:26.634000-06:00,164,2024,2,10
2024-02-10 10:10:46.429000-06:00,165,2024,2,10
2024-02-10 12:53:26.634000-06:00,166,2024,2,10
2024-02-10 13:06:42.922000-06:00,167,2024,2,10
2024-02-10 13:38:00.583000-06:00,168,2024,2,10
2024-02-10 14:30:46.429000-06:00,169,2024,2,10
2024-02-10 20:08:00.583000-06:00,170,2024,2,10
2024-02-10 20:49:02.800000-06:00,171,2024,2,10
2024-02-10 21:49:02.800000-06:00,172,2024,2,10
2024-02-10 22:15:42.922000-06:00,173,2024,2,10
2024-02-11 10:59:20.475000-06:00,174,2024,2,11
2024-02-11 11:34:20.475000-06:00,175,2024,2,11
2024-02-11 22:37:40.079000-06:00,176,2024,2,11
2024-02-12 01:08:40.079000-06:00,177,2024,2,12
2024-02-12 17:25:05.867000-06:00,178,2024,2,12
2024-02-12 19:38:05.867000-06:00,179,2024,2,12
2024-02-13 15:51:16.919000-06:00,180,2024,2,13
2024-02-13 22:17:16.919000-06:00,181,2024,2,13
2024-02-14 00:00:00-06:00,182,2024,2,14
2024-02-14 06:10:03.037000-06:00,183,2024,2,14
2024-02-14 11:44:03.037000-06:00,184,2024,2,14
2024-02-14 13:21:27.027000-06:00,185,2024,2,14
2024-02-14 16:20:27.027000-06:00,186,2024,2,14
2024-02-15 14:17:32.306000-06:00,187,2024,2,15
2024-02-15 16:03:32.306000-06:00,188,2024,2,15
2024-02-17 00:00:00-06:00,189,2024,2,17
2024-02-17 14:54:32.328000-06:00,190,2024,2,17
2024-02-17 17:44:17.598000-06:00,191,2024,2,17
2024-02-17 20:44:17.598000-06:00,192,2024,2,17
2024-02-17 21:10:32.328000-06:00,193,2024,2,17
2024-02-18 00:00:00-06:00,194,2024,2,18
2024-02-18 08:08:31.225000-06:00,195,2024,2,18
2024-02-18 13:58:31.225000-06:00,196,2024,2,18
2024-02-18 14:17:02.527000-06:00,197,2024,2,18
2024-02-18 17:57:02.527000-06:00,198,2024,2,18
2024-02-18 18:19:14.321000-06:00,199,2024,2,18
2024-02-18 20:19:14.321000-06:00,200,2024,2,18
2024-02-20 00:00:00-06:00,201,2024,2,20
2024-02-20 21:24:06.159000-06:00,202,2024,2,20
2024-02-21 00:00:00-06:00,203,2024,2,21
2024-02-21 05:32:06.159000-06:00,204,2024,2,21
2024-02-22 02:21:32.664000-06:00,205,2024,2,22
2024-02-22 03:08:32.664000-06:00,206,2024,2,22
2024-02-22 06:37:36.408000-06:00,207,2024,2,22
2024-02-22 15:16:36.408000-06:00,208,2024,2,22
2024-02-23 19:27:01.930000-06:00,209,2024,2,23
2024-02-23 20:47:54.263000-06:00,210,2024,2,23
2024-02-23 21:04:01.930000-06:00,211,2024,2,23
2024-02-23 22:38:24.028000-06:00,212,2024,2,23
2024-02-24 04:11:24.028000-06:00,213,2024,2,24
2024-02-24 05:48:54.263000-06:00,214,2024,2,24
2024-02-25 00:00:00-06:00,215,2024,2,25
2024-02-25 07:45:41.185000-06:00,216,2024,2,25
2024-02-25 15:16:41.185000-06:00,217,2024,2,25
2024-02-25 15:21:12.780000-06:00,218,2024,2,25
2024-02-25 18:58:12.780000-06:00,219,2024,2,25
2024-02-26 00:00:00-06:00,220,2024,2,26
2024-02-26 13:29:22.432000-06:00,221,2024,2,26
2024-02-26 18:00:22.432000-06:00,222,2024,2,26
2024-02-27 09:34:31.650000-06:00,223,2024,2,27
2024-02-27 16:51:31.650000-06:00,224,2024,2,27
2024-02-27 21:16:09.166000-06:00,225,2024,2,27
2024-02-28 00:35:09.166000-06:00,226,2024,2,28
2024-02-28 08:05:13.957000-06:00,227,2024,2,28
2024-02-28 08:35:40.578000-06:00,228,2024,2,28
2024-02-28 10:43:40.578000-06:00,229,2024,2,28
2024-02-28 12:04:13.957000-06:00,230,2024,2,28
2024-03-01 00:00:00-06:00,231,2024,3,1
2024-03-01 06:34:32.709000-06:00,232,2024,3,1
2024-03-01 08:38:32.709000-06:00,233,2024,3,1
2024-03-02 00:00:00-06:00,234,2024,3,2
2024-03-03 10:31:28.212000-06:00,235,2024,3,3
2024-03-03 15:44:28.212000-06:00,236,2024,3,3
2024-03-03 23:59:33.889000-06:00,237,2024,3,3
2024-03-04 00:24:49.958000-06:00,238,2024,3,4
2024-03-04 04:39:10.871000-06:00,239,2024,3,4
2024-03-04 05:51:33.889000-06:00,240,2024,3,4
2024-03-04 08:55:49.958000-06:00,241,2024,3,4
2024-03-04 10:19:10.871000-06:00,242,2024,3,4
2024-03-04 13:45:54.829000-06:00,243,2024,3,4
2024-03-04 22:00:54.829000-06:00,244,2024,3,4
2024-03-07 15:08:36.790000-06:00,245,2024,3,7
2024-03-07 23:50:36.790000-06:00,246,2024,3,7
2024-03-08 11:12:27.757000-06:00,247,2024,3,8
2024-03-08 20:07:27.757000-06:00,248,2024,3,8
2024-03-09 00:00:00-06:00,249,2024,3,9
2024-03-09 03:23:24.455000-06:00,250,2024,3,9
2024-03-09 05:43:24.455000-06:00,251,2024,3,9
2024-03-09 06:12:49.613000-06:00,252,2024,3,9
2024-03-09 12:06:49.613000-06:00,253,2024,3,9
2024-03-10 11:42:48.639000-06:00,254,2024,3,10
2024-03-10 14:30:48.639000-06:00,255,2024,3,10
2024-03-11 00:00:00-06:00,256,2024,3,11
2024-03-11 14:17:10.870000-06:00,257,2024,3,11
2024-03-11 21:10:10.870000-06:00,258,2024,3,11
2024-03-12 00:00:00-06:00,259,2024,3,12
2024-03-12 04:21:31.596000-06:00,260,2024,3,12
2024-03-12 12:24:31.596000-06:00,261,2024,3,12
2024-03-12 15:52:11.168000-06:00,262,2024,3,12
2024-03-12 16:45:11.168000-06:00,263,2024,3,12
2024-03-12 18:13:21.028000-06:00,264,2024,3,12
2024-03-12 21:34:21.028000-06:00,265,2024,3,12
2024-03-13 15:28:33.465000-06:00,266,2024,3,13
2024-03-13 19:41:33.465000-06:00,267,2024,3,13
2024-03-14 00:00:00-06:00,268,2024,3,14
2024-03-16 00:00:00-06:00,269,2024,3,16
2024-03-17 02:48:09.219000-06:00,270,2024,3,17
2024-03-17 10:47:50.058000-06:00,271,2024,3,17
2024-03-17 11:43:09.219000-06:00,272,2024,3,17
2024-03-17 13:12:50.058000-06:00,273,2024,3,17
2024-03-17 21:58:21.609000-06:00,274,2024,3,17
2024-03-17 22:55:21.609000-06:00,275,2024,3,17
2024-03-19 13:15:05.907000-06:00,276,2024,3,19
2024-03-19 17:23:05.907000-06:00,277,2024,3,19
2024-03-20 00:00:00-06:00,278,2024,3,20
2024-03-22 00:00:00-06:00,279,2024,3,22
2024-03-23 00:00:00-06:00,280,2024,3,23
2024-03-23 08:41:39.403000-06:00,281,2024,3,23
2024-03-23 10:32:39.403000-06:00,282,2024,3,23
2024-03-23 17:35:23.617000-06:00,283,2024,3,23
2024-03-24 03:18:23.617000-06:00,284,2024,3,24
2024-03-24 05:36:52.239000-06:00,285,2024,3,24
2024-03-24 09:36:55.333000-06:00,286,2024,3,24
2024-03-24 12:16:52.239000-06:00,287,2024,3,24
2024-03-24 15:52:55.333000-06:00,288,2024,3,24
2024-03-27 00:00:00-06:00,289,2024,3,27
2024-03-27 01:46:36.925000-06:00,290,2024,3,27
2024-03-27 08:09:30.178000-06:00,291,2024,3,27
2024-03-27 10:05:36.925000-06:00,292,2024,3,27
2024-03-27 16:34:30.178000-06:00,293,2024,3,27
2024-03-27 16:56:52.051000-06:00,294,2024,3,27
2024-03-27 23:34:52.051000-06:00,295,2024,3,27
2024-03-28 13:58:10.051000-06:00,296,2024,3,28
2024-03-28 20:52:26.480000-06:00,297,2024,3,28
2024-03-28 21:48:26.480000-06:00,298,2024,3,28
2024-03-28 23:44:10.051000-06:00,299,2024,3,28
2024-03-29 00:00:00-06:00,300,2024,3,29
2024-03-29 07:49:20.432000-06:00,301,2024,3,29
2024-03-29 16:12:20.432000-06:00,302,2024,3,29
2024-03-30 00:00:00-06:00,303,2024,3,30
2024-03-30 01:58:21.705000-06:00,304,2024,3,30
2024-03-30 11:13:21.705000-06:00,305,2024,3,30
2024-03-31 00:00:00-06:00,306,2024,3,31
2024-03-31 08:45:53.781000-06:00,307,2024,3,31
2024-03-31 10:32:53.781000-06:00,308,2024,3,31
2024-03-31 19:37:14.387000-06:00,309,2024,3,31
2024-03-31 21:28:14.387000-06:00,310,2024,3,31
2024-03-31 23:50:47.305000-06:00,311,2024,3,31
2024-04-01 06:24:47.305000-06:00,312,2024,4,1
2024-04-01 16:01:36.045000-06:00,313,2024,4,1
2024-04-02 00:00:00-06:00,314,2024,4,2
2024-04-02 00:05:36.045000-06:00,315,2024,4,2
2024-04-03 00:00:00-06:00,316,2024,4,3
2024-04-03 17:29:01.986000-06:00,317,2024,4,3
2024-04-03 19:14:01.986000-06:00,318,2024,4,3
2024-04-04 07:28:27.167000-06:00,319,2024,4,4
2024-04-04 17:24:27.167000-06:00,320,2024,4,4
2024-04-05 01:07:14.031000-06:00,321,2024,4,5
2024-04-05 07:03:14.031000-06:00,322,2024,4,5
2024-04-06 00:00:00-06:00,323,2024,4,6
2024-04-07 05:03:37.500000-06:00,324,2024,4,7
2024-04-07 12:23:37.500000-06:00,325,2024,4,7
2024-04-08 00:00:00-06:00,326,2024,4,8
2024-04-08 05:59:13.599000-06:00,327,2024,4,8
2024-04-08 06:13:13.599000-06:00,328,2024,4,8
2024-04-08 19:20:32.746000-06:00,329,2024,4,8
2024-04-09 04:50:32.746000-06:00,330,2024,4,9
2024-04-10 00:00:00-06:00,331,2024,4,10
2024-04-10 02:30:51.251000-06:00,332,2024,4,10
2024-04-10 02:48:51.251000-06:00,333,2024,4,10
2024-04-10 20:11:47.651000-06:00,334,2024,4,10
2024-04-10 22:35:47.651000-06:00,335,2024,4,10
2024-04-12 00:13:56.860000-06:00,336,2024,4,12
2024-04-12 09:38:56.860000-06:00,337,2024,4,12
2024-04-12 10:07:12.524000-06:00,338,2024,4,12
2024-04-12 12:13:15.440000-06:00,339,2024,4,12
2024-04-12 19:30:12.524000-06:00,340,2024,4,12
2024-04-12 20:20:15.440000-06:00,341,2024,4,12
2024-04-13 15:14:21.876000-06:00,342,2024,4,13
2024-04-13 16:50:21.876000-06:00,343,2024,4,13
2024-04-14 15:43:25.408000-06:00,344,2024,4,14
2024-04-14 18:46:25.408000-06:00,345,2024,4,14
2024-04-14 21:55:20.669000-06:00,346,2024,4,14
2024-04-15 00:32:32.778000-06:00,347,2024,4,15
2024-04-15 03:35:32.778000-06:00,348,2024,4,15
2024-04-15 05:46:20.669000-06:00,349,2024,4,15
2024-04-15 06:58:56.633000-06:00,350,2024,4,15
2024-04-15 14:26:56.633000-06:00,351,2024,4,15
2024-04-16 14:53:00.976000-06:00,352,2024,4,16
2024-04-16 15:09:00.976000-06:00,353,2024,4,16
2024-04-17 00:28:11.962000-06:00,354,2024,4,17
2024-04-17 00:58:52.279000-06:00,355,2024,4,17
2024-04-17 05:04:11.962000-06:00,356,2024,4,17
2024-04-17 05:39:52.279000-06:00,357,2024,4,17
2024-04-17 07:16:02.908000-06:00,358,2024,4,17
2024-04-17 08:39:02.908000-06:00,359,2024,4,17
2024-04-18 14:07:56.665000-06:00,360,2024,4,18
2024-04-18 21:46:56.665000-06:00,361,2024,4,18
2024-04-20 02:27:04.274000-06:00,362,2024,4,20
2024-04-20 09:57:04.274000-06:00,363,2024,4,20
2024-04-20 13:33:16.377000-06:00,364,2024,4,20
2024-04-20 14:07:16.377000-06:00,365,2024,4,20
2024-04-21 00:00:00-06:00,366,2024,4,21
2024-04-22 00:00:00-06:00,367,2024,4,22
2024-04-23 00:00:00-06:00,368,2024,4,23
2024-04-23 10:29:08.508000-06:00,369,2024,4,23
2024-04-23 19:04:08.508000-06:00,370,2024,4,23
2024-04-23 23:49:06.741000-06:00,371,2024,4,23
2024-04-24 00:00:00-06:00,372,2024,4,24
2024-04-24 08:40:06.741000-06:00,373,2024,4,24
2024-04-25 06:51:47.599000-06:00,374,2024,4,25
2024-04-25 10:34:11.682000-06:00,375,2024,4,25
2024-04-25 11:43:47.599000-06:00,376,2024,4,25
2024-04-25 17:24:11.682000-06:00,377,2024,4,25
2024-04-25 18:14:26.707000-06:00,378,2024,4,25
2024-04-25 19:51:26.707000-06:00,379,2024,4,25
2024-04-25 20:24:15.280000-06:00,380,2024,4,25
2024-04-26 00:00:00-06:00,381,2024,4,26
2024-04-26 00:31:15.280000-06:00,382,2024,4,26
2024-04-27 06:07:51.498000-06:00,383,2024,4,27
2024-04-27 09:47:51.498000-06:00,384,2024,4,27
2024-04-27 14:41:56.071000-06:00,385,2024,4,27
2024-04-27 16:37:13.057000-06:00,386,2024,4,27
2024-04-27 19:53:42.365000-06:00,387,2024,4,27
2024-04-27 20:41:42.365000-06:00,388,2024,4,27
2024-04-27 22:38:56.071000-06:00,389,2024,4,27
2024-04-27 23:33:13.057000-06:00,390,2024,4,27
2024-04-29 01:55:22.507000-06:00,391,2024,4,29
2024-04-29 05:22:22.507000-06:00,392,2024,4,29
2024-04-30 14:32:46.112000-06:00,393,2024,4,30
2024-04-30 19:42:46.112000-06:00,394,2024,4,30
2024-04-30 20:12:04.051000-06:00,395,2024,4,30
2024-05-01 03:04:21.055000-06:00,396,2024,5,1
2024-05-01 04:06:04.051000-06:00,397,2024,5,1
2024-05-01 08:15:21.055000-06:00,398,2024,5,1
2024-05-01 17:26:08.632000-06:00,399,2024,5,1
2024-05-01 23:40:08.632000-06:00,400,2024,5,1
2024-05-02 22:28:26.445000-06:00,401,2024,5,2
2024-05-03 00:36:26.445000-06:00,402,2024,5,3
2024-05-03 14:03:55.344000-06:00,403,2024,5,3
2024-05-03 14:39:55.344000-06:00,404,2024,5,3
2024-05-06 09:44:24.800000-06:00,405,2024,5,6
2024-05-06 09:53:24.800000-06:00,406,2024,5,6
2024-05-06 20:01:08.176000-06:00,407,2024,5,6
2024-05-06 22:41:11.882000-06:00,408,2024,5,6
2024-05-06 23:08:08.176000-06:00,409,2024,5,6
2024-05-07 00:12:47.443000-06:00,410,2024,5,7
2024-05-07 06:23:11.882000-06:00,411,2024,5,7
2024-05-07 07:30:47.443000-06:00,412,2024,5,7
2024-05-08 00:00:00-06:00,413,2024,5,8
2024-05-08 10:38:33.484000-06:00,414,2024,5,8
2024-05-08 17:24:33.484000-06:00,415,2024,5,8
2024-05-09 00:00:00-06:00,416,2024,5,9
2024-05-09 05:06:42.530000-06:00,417,2024,5,9
2024-05-09 10:30:42.530000-06:00,418,2024,5,9
2024-05-09 16:09:24.438000-06:00,419,2024,5,9
2024-05-09 23:28:24.438000-06:00,420,2024,5,9
2024-05-10 00:00:00-06:00,421,2024,5,10
2024-05-10 03:08:04.109000-06:00,422,2024,5,10
2024-05-10 05:49:45.771000-06:00,423,2024,5,10
2024-05-10 06:15:04.109000-06:00,424,2024,5,10
2024-05-10 14:32:45.771000-06:00,425,2024,5,10
2024-05-10 18:05:04.110000-06:00,426,2024,5,10
2024-05-11 00:00:00-06:00,427,2024,5,11
2024-05-11 01:32:04.110000-06:00,428,2024,5,11
2024-05-11 06:26:44.634000-06:00,429,2024,5,11
2024-05-11 12:58:53.244000-06:00,430,2024,5,11
2024-05-11 13:17:53.244000-06:00,431,2024,5,11
2024-05-11 15:04:44.634000-06:00,432,2024,5,11
2024-05-12 06:26:08.580000-06:00,433,2024,5,12
2024-05-12 09:13:15.716000-06:00,434,2024,5,12
2024-05-12 09:25:03.352000-06:00,435,2024,5,12
2024-05-12 10:19:15.716000-06:00,436,2024,5,12
2024-05-12 11:20:08.580000-06:00,437,2024,5,12
2024-05-12 11:42:03.352000-06:00,438,2024,5,12
2024-05-14 00:00:00-06:00,439,2024,5,14
2024-05-14 03:54:30.288000-06:00,440,2024,5,14
2024-05-14 04:25:30.288000-06:00,441,2024,5,14
2024-05-14 16:00:38.473000-06:00,442,2024,5,14
2024-05-14 23:53:38.473000-06:00,443,2024,5,14
2024-05-15 00:00:00-06:00,444,2024,5,15
2024-05-15 19:13:38.483000-06:00,445,2024,5,15
2024-05-16 00:00:00-06:00,446,2024,5,16
2024-05-16 03:00:38.483000-06:00,447,2024,5,16
2024-05-16 08:40:55.316000-06:00,448,2024,5,16
2024-05-16 12:45:06.310000-06:00,449,2024,5,16
2024-05-16 17:16:55.316000-06:00,450,2024,5,16
2024-05-16 21:41:06.310000-06:00,451,2024,5,16
2024-05-17 15:29:48.603000-06:00,452,2024,5,17
2024-05-17 20:04:48.603000-06:00,453,2024,5,17
2024-05-17 23:39:49.673000-06:00,454,2024,5,17
2024-05-18 00:00:00-06:00,455,2024,5,18
2024-05-18 02:43:49.673000-06:00,456,2024,5,18
2024-05-18 09:34:41.683000-06:00,457,2024,5,18
2024-05-18 14:47:41.683000-06:00,458,2024,5,18
2024-05-18 16:24:39.661000-06:00,459,2024,5,18
2024-05-18 20:24:39.661000-06:00,460,2024,5,18
2024-05-18 22:59:16.914000-06:00,461,2024,5,18
2024-05-19 00:00:00-06:00,462,2024,5,19
2024-05-19 03:36:16.914000-06:00,463,2024,5,19
2024-05-20 02:52:11.132000-06:00,464,2024,5,20
2024-05-20 09:44:59.038000-06:00,465,2024,5,20
2024-05-20 09:59:59.038000-06:00,466,2024,5,20
2024-05-20 12:11:11.132000-06:00,467,2024,5,20
2024-05-20 20:32:59.553000-06:00,468,2024,5,20
2024-05-21 03:45:59.553000-06:00,469,2024,5,21
2024-05-21 07:18:21.879000-06:00,470,2024,5,21
2024-05-21 14:05:21.879000-06:00,471,2024,5,21
2024-05-21 15:37:32.076000-06:00,472,2024,5,21
2024-05-21 16:54:16.169000-06:00,473,2024,5,21
2024-05-21 18:04:16.169000-06:00,474,2024,5,21
2024-05-21 19:35:32.076000-06:00,475,2024,5,21
2024-05-21 19:59:55.306000-06:00,476,2024,5,21
2024-05-21 23:11:55.306000-06:00,477,2024,5,21
2024-05-22 03:50:23.442000-06:00,478,2024,5,22
2024-05-22 07:40:23.442000-06:00,479,2024,5,22
2024-05-22 14:02:50.549000-06:00,480,2024,5,22
2024-05-22 17:12:10.220000-06:00,481,2024,5,22
2024-05-22 18:07:50.549000-06:00,482,2024,5,22
2024-05-23 02:00:10.220000-06:00,483,2024,5,23
2024-05-23 17:34:19.873000-06:00,484,2024,5,23
2024-05-23 19:56:32.016000-06:00,485,2024,5,23
2024-05-23 19:59:19.495000-06:00,486,2024,5,23
2024-05-23 20:07:03.113000-06:00,487,2024,5,23
2024-05-23 20:07:48.520000-06:00,488,2024,5,23
