user_registration_id,payment_detail_id,plan_id,start_date,end_date
96,96,3,2024-02-05T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
97,97,2,2024-03-29T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
98,98,3,2024-08-10T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
99,99,3,2024-03-11T00:00:00.000-06:00,2024-05-27T00:00:00.000-06:00
100,100,1,2024-03-30T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
101,101,2,2024-04-21T00:00:00.000-06:00,2024-10-19T00:00:00.000-06:00
102,102,2,2024-06-04T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
103,103,3,2024-05-08T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
104,104,3,2024-08-14T00:00:00.000-06:00,2024-08-25T00:00:00.000-06:00
105,105,1,2024-12-28T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
106,106,3,2024-03-02T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
107,107,2,2024-01-17T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
108,108,1,2024-10-16T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
109,109,1,2024-09-07T00:00:00.000-06:00,2024-09-17T00:00:00.000-06:00
110,110,2,2024-11-30T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
111,111,2,2024-10-13T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
112,112,1,2024-06-10T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
113,113,2,2024-06-04T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
114,114,2,2024-09-02T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
115,115,2,2024-02-03T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
116,116,3,2024-04-22T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
117,117,3,2024-05-19T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
118,118,3,2024-02-02T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
119,119,3,2024-09-14T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
120,120,1,2024-07-21T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
121,121,2,2024-04-24T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
122,122,2,2024-03-30T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
123,123,1,2024-03-09T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
124,124,3,2024-01-09T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
125,125,3,2024-04-08T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
126,126,1,2024-07-27T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
127,127,3,2024-11-11T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
128,128,3,2024-10-29T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
129,129,3,2024-03-27T00:00:00.000-06:00,2024-11-05T00:00:00.000-06:00
130,130,1,2024-07-17T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
131,131,1,2024-06-13T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
132,132,2,2024-02-25T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
133,133,2,2024-10-05T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
134,134,3,2024-01-27T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
135,135,1,2024-04-02T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
136,136,1,2024-05-15T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
137,137,1,2024-05-25T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
138,138,1,2024-09-24T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
139,139,2,2024-05-28T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
140,140,1,2024-08-20T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
141,141,2,2024-03-20T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
142,142,2,2024-05-11T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
143,143,3,2024-03-22T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
144,144,1,2024-08-28T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
145,145,2,2024-09-06T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
146,146,1,2024-07-06T00:00:00.000-06:00,2024-11-19T00:00:00.000-06:00
147,147,1,2024-08-12T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
148,148,2,2024-11-13T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
149,149,1,2024-11-18T00:00:00.000-06:00,2024-12-26T00:00:00.000-06:00
150,150,1,2024-05-16T00:00:00.000-06:00,2024-07-16T00:00:00.000-06:00
151,151,1,2024-01-03T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
152,152,1,2024-02-05T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
153,153,2,2024-10-24T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
154,154,3,2024-12-15T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
155,155,1,2024-12-19T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
156,156,1,2024-09-14T00:00:00.000-06:00,2024-09-26T00:00:00.000-06:00
157,157,2,2024-07-15T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
158,158,3,2024-10-15T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
159,159,1,2024-06-12T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
160,160,3,2024-02-21T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
161,161,1,2024-07-01T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
162,162,1,2024-04-06T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
163,163,2,2024-03-16T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
164,164,3,2024-06-13T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
165,165,1,2024-02-25T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
166,166,2,2024-01-27T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
167,167,2,2024-11-15T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
168,168,1,2024-07-14T00:00:00.000-06:00,2024-10-14T00:00:00.000-06:00
169,169,1,2024-04-23T00:00:00.000-06:00,2024-07-20T00:00:00.000-06:00
170,170,2,2024-10-23T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
171,171,3,2024-09-18T00:00:00.000-06:00,2024-11-24T00:00:00.000-06:00
172,172,1,2024-12-27T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
173,173,1,2024-02-04T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
174,174,2,2024-12-10T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
175,175,3,2024-07-07T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
176,176,2,2024-01-10T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
177,177,2,2024-03-23T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
178,178,2,2024-02-18T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
179,179,2,2024-07-19T00:00:00.000-06:00,2024-07-29T00:00:00.000-06:00
180,180,2,2024-05-29T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
181,181,3,2024-10-28T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
182,182,2,2024-08-18T00:00:00.000-06:00,2024-12-14T00:00:00.000-06:00
183,183,3,2024-06-11T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
184,184,3,2024-06-08T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
185,185,1,2024-12-07T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
186,186,1,2024-08-02T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
187,187,1,2024-12-03T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
188,188,1,2024-02-06T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
189,189,3,2024-05-10T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
190,190,1,2024-08-07T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
191,191,3,2024-10-07T00:00:00.000-06:00,2024-11-29T00:00:00.000-06:00
192,192,2,2024-11-12T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
193,193,2,2024-12-06T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
194,194,1,2024-09-13T00:00:00.000-06:00,2024-09-29T00:00:00.000-06:00
195,195,1,2024-06-02T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
196,196,2,2024-02-18T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
197,197,3,2024-10-08T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
198,198,3,2024-02-07T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
199,199,1,2024-05-19T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
4,200,3,2024-11-24T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
9,201,3,2024-12-16T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
31,202,3,2024-12-05T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
69,203,3,2024-07-03T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
71,204,3,2024-12-05T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
85,205,3,2024-09-09T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
87,206,3,2024-10-25T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
101,207,3,2024-10-19T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
109,208,3,2024-09-17T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
146,209,3,2024-11-19T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
149,210,3,2024-12-26T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
150,211,3,2024-07-16T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
156,212,3,2024-09-26T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
169,213,3,2024-07-20T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
182,214,3,2024-12-14T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
194,215,3,2024-09-29T00:00:00.000-06:00,9999-01-01T00:00:00.000-06:00
